"StadiumName","game_id","Season","TimeStartGame","TimeEndGame","TZOffset","Source","DistanceToStation","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","HomeTeam","RoofType","Longitude","Latitude","StadiumAzimuthAngle","Date"
"Arrowhead Stadium",2018111105,2018,"11/11/2018 12:00","11/11/2018 14:54",-6,"Meteostat",4.85,"11/11/2018 15:00|11/11/2018 14:00|11/11/2018 16:00|11/11/2018 13:00|11/11/2018 12:00|11/11/2018 11:00",46.94,27.5,46.6666666666667,0,5.385,182.5,30.22935,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"11/11/2018"
"Arrowhead Stadium",2011010206,2010,"1/2/2011 12:00","1/2/2011 15:04",-6,"Meteostat",4.85,"1/2/2011 13:00|1/2/2011 14:00|1/2/2011 15:00|1/2/2011 17:00|1/2/2011 11:00|1/2/2011 12:00|1/2/2011 16:00",36.8342857142857,8.72857142857143,31,0,13.8028571428571,215.714285714286,30.2154857142857,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"01/02/2011"
"Arrowhead Stadium",2018100705,2018,"10/7/2018 12:00","10/7/2018 15:24",-5,"Meteostat",4.85,"10/7/2018 11:00|10/7/2018 17:00|10/7/2018 16:00|10/7/2018 15:00|10/7/2018 14:00|10/7/2018 13:00|10/7/2018 12:00",63.1142857142857,59.0257142857143,86.5714285714286,0.0258571428571429,5.00571428571429,61.4285714285714,30.0037142857143,"Moderate Rain|Clear|Light Rain","KAN","Outdoor",-94.483889,39.048889,316.3,"10/07/2018"
"Arrowhead Stadium",2010092609,2010,"9/26/2010 12:00","9/26/2010 15:01",-5,"Meteostat",4.85,"9/26/2010 17:00|9/26/2010 15:00|9/26/2010 13:00|9/26/2010 11:00|9/26/2010 16:00|9/26/2010 14:00|9/26/2010 12:00",61.7257142857143,46.7085714285714,58.2857142857143,0,9.35571428571428,40,30.1581285714286,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"09/26/2010"
"Arrowhead Stadium",2019012001,2018,"1/20/2019 17:40","1/20/2019 21:12",-6,"Meteostat",4.85,"1/20/2019 20:00|1/20/2019 23:00|1/20/2019 22:00|1/20/2019 21:00|1/20/2019 19:00|1/20/2019 17:00|1/20/2019 18:00",19.2971428571429,10.4257142857143,68,0,9.35571428571428,68.5714285714286,30.3597714285714,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"01/20/2019"
"Arrowhead Stadium",2016010306,2015,"1/3/2016 15:25","1/3/2016 18:22",-6,"Meteostat",4.85,"1/3/2016 18:00|1/3/2016 16:00|1/3/2016 20:00|1/3/2016 19:00|1/3/2016 17:00|1/3/2016 15:00",32.45,21.26,63.6666666666667,0,8.07833333333333,125,30.376,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"01/03/2016"
"Arrowhead Stadium",2013092905,2013,"9/29/2013 12:00","9/29/2013 15:13",-5,"Meteostat",4.85,"9/29/2013 11:00|9/29/2013 12:00|9/29/2013 17:00|9/29/2013 14:00|9/29/2013 16:00|9/29/2013 13:00|9/29/2013 15:00",71.2914285714286,47.84,44.2857142857143,0,1.98857142857143,106.666666666667,30.0264857142857,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"09/29/2013"
"Arrowhead Stadium",2015101101,2015,"10/11/2015 12:00","10/11/2015 15:14",-5,"Meteostat",4.85,"10/11/2015 17:00|10/11/2015 11:00|10/11/2015 16:00|10/11/2015 15:00|10/11/2015 14:00|10/11/2015 12:00|10/11/2015 13:00",80.1371428571428,57.38,46,0,12.1514285714286,200,29.7058857142857,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"10/11/2015"
"Arrowhead Stadium",2013112405,2013,"11/24/2013 12:00","11/24/2013 15:32",-6,"Meteostat",4.85,"11/24/2013 16:00|11/24/2013 17:00|11/24/2013 15:00|11/24/2013 14:00|11/24/2013 13:00|11/24/2013 12:00|11/24/2013 11:00",27.6028571428571,5.48857142857143,38.5714285714286,0,6.28571428571429,158.571428571429,30.5943285714286,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"11/24/2013"
"Arrowhead Stadium",2014122804,2014,"12/28/2014 12:00","12/28/2014 15:04",-6,"Meteostat",4.85,"12/28/2014 16:00|12/28/2014 14:00|12/28/2014 17:00|12/28/2014 11:00|12/28/2014 15:00|12/28/2014 13:00|12/28/2014 12:00",37.8371428571429,18.1142857142857,45.1428571428571,0,6,202.857142857143,30.1935571428571,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"12/28/2014"
"Arrowhead Stadium",2010112109,2010,"11/21/2010 12:00","11/21/2010 15:14",-6,"Meteostat",4.85,"11/21/2010 17:00|11/21/2010 15:00|11/21/2010 14:00|11/21/2010 16:00|11/21/2010 11:00|11/21/2010 13:00|11/21/2010 12:00",66.5857142857143,50.72,57.4285714285714,0,14.6371428571429,261.428571428571,29.7320428571429,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"11/21/2010"
"Arrowhead Stadium",2011103100,2011,"10/31/2011 19:30","10/31/2011 23:10",-5,"Meteostat",4.85,"10/31/2011 20:00|11/1/2011 1:00|10/31/2011 21:00|10/31/2011 19:00|10/31/2011 23:00|11/1/2011 0:00|10/31/2011 22:00",60.0028571428571,34.2114285714286,38.1428571428571,0,5.93142857142857,200,29.9872714285714,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"10/31/2011"
"Arrowhead Stadium",2017112603,2017,"11/26/2017 12:00","11/26/2017 14:56",-6,"Meteostat",4.85,"11/26/2017 11:00|11/26/2017 15:00|11/26/2017 16:00|11/26/2017 14:00|11/26/2017 13:00|11/26/2017 12:00",64.67,31.49,29,0,14.5716666666667,213.333333333333,30.1506,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"11/26/2017"
"Arrowhead Stadium",2011112711,2011,"11/27/2011 19:20","11/27/2011 22:12",-6,"Meteostat",4.85,"11/27/2011 19:00|11/27/2011 20:00|11/27/2011 23:00|11/28/2011 0:00|11/27/2011 21:00|11/27/2011 22:00",32,24.74,74.5,0,2.36,16.6666666666667,30.2377166666667,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"11/27/2011"
"Arrowhead Stadium",2011111305,2011,"11/13/2011 12:00","11/13/2011 15:03",-6,"Meteostat",4.85,"11/13/2011 15:00|11/13/2011 14:00|11/13/2011 16:00|11/13/2011 11:00|11/13/2011 17:00|11/13/2011 12:00|11/13/2011 13:00",67.7171428571429,26.7285714285714,21.4285714285714,0,11,250,29.5409428571429,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"11/13/2011"
"Arrowhead Stadium",2014102604,2014,"10/26/2014 12:00","10/26/2014 14:59",-5,"Meteostat",4.85,"10/26/2014 16:00|10/26/2014 15:00|10/26/2014 14:00|10/26/2014 13:00|10/26/2014 12:00|10/26/2014 11:00",81.71,58.79,47.3333333333333,0,12.6883333333333,171.666666666667,29.7406333333333,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"10/26/2014"
"Arrowhead Stadium",2012090908,2012,"9/9/2012 12:00","9/9/2012 14:52",-5,"Meteostat",4.85,"9/9/2012 12:00|9/9/2012 11:00|9/9/2012 16:00|9/9/2012 15:00|9/9/2012 13:00|9/9/2012 14:00",73.31,47.15,39.6666666666667,0,8.265,18.3333333333333,30.15305,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"09/09/2012"
"Arrowhead Stadium",2013101304,2013,"10/13/2013 12:00","10/13/2013 15:17",-5,"Meteostat",4.85,"10/13/2013 14:00|10/13/2013 17:00|10/13/2013 13:00|10/13/2013 16:00|10/13/2013 12:00|10/13/2013 15:00|10/13/2013 11:00",68.1285714285714,36.9885714285714,32.2857142857143,0,10.3942857142857,71.4285714285714,30.3530285714286,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"10/13/2013"
"Arrowhead Stadium",2011122404,2011,"12/24/2011 12:00","12/24/2011 15:11",-6,"Meteostat",4.85,"12/24/2011 16:00|12/24/2011 15:00|12/24/2011 14:00|12/24/2011 11:00|12/24/2011 17:00|12/24/2011 13:00|12/24/2011 12:00",45.9628571428571,24.9542857142857,43.8571428571429,0,6.32,232.857142857143,30.3412142857143,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"12/24/2011"
"Arrowhead Stadium",2017100200,2017,"10/2/2017 19:30","10/2/2017 22:47",-5,"Meteostat",4.85,"10/2/2017 20:00|10/3/2017 0:00|10/2/2017 21:00|10/2/2017 23:00|10/2/2017 19:00|10/2/2017 22:00",80.18,64.67,59.3333333333333,0,11.9,156.666666666667,29.9183,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"10/02/2017"
"Arrowhead Stadium",2016120800,2016,"12/8/2016 19:25","12/8/2016 22:39",-6,"Meteostat",4.85,"12/8/2016 23:00|12/9/2016 0:00|12/8/2016 22:00|12/8/2016 20:00|12/8/2016 19:00|12/8/2016 21:00",21.14,10.07,61.8333333333333,0,2.24,277.5,30.6919833333333,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"12/08/2016"
"Arrowhead Stadium",2019120105,2019,"12/1/2019 15:25","12/1/2019 18:18",-6,"Meteostat",4.85,"12/1/2019 15:00|12/1/2019 18:00|12/1/2019 19:00|12/1/2019 17:00|12/1/2019 16:00|12/1/2019 20:00",34.04,21.56,60,0,16.6933333333333,306.666666666667,30.0157333333333,"Clear","KAN","Outdoor",-94.483889,39.048889,316.3,"12/01/2019"
"AT&T Stadium",2016091110,2016,"9/11/2016 15:25","9/11/2016 18:24",-5,"Meteostat",2.67,"9/11/2016 17:00|9/11/2016 15:00|9/11/2016 16:00|9/11/2016 20:00|9/11/2016 18:00|9/11/2016 19:00",86,53.84,33.5,0,1.53333333333333,215,30.02805,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/11/2016"
"AT&T Stadium",2016103010,2016,"10/30/2016 19:30","10/30/2016 22:59",-5,"Meteostat",2.67,"10/30/2016 22:00|10/30/2016 23:00|10/30/2016 20:00|10/31/2016 0:00|10/30/2016 21:00|10/30/2016 19:00",76.1,58.82,55.3333333333333,0,2.69333333333333,172.5,30.0728333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/30/2016"
"AT&T Stadium",2019010501,2018,"1/5/2019 19:15","1/5/2019 22:26",-6,"Meteostat",2.67,"1/5/2019 22:00|1/5/2019 20:00|1/5/2019 21:00|1/5/2019 19:00|1/5/2019 23:00|1/6/2019 0:00",55.28,40.94,58.6666666666667,0,4.04,171.666666666667,30.0890833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"01/05/2019"
"AT&T Stadium",2018112201,2018,"11/22/2018 15:30","11/22/2018 19:06",-6,"Meteostat",2.67,"11/22/2018 17:00|11/22/2018 20:00|11/22/2018 19:00|11/22/2018 15:00|11/22/2018 18:00|11/22/2018 21:00|11/22/2018 16:00",59.6942857142857,39.9971428571429,48.5714285714286,0,6.96,130,30.1189,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/22/2018"
"AT&T Stadium",2014101910,2014,"10/19/2014 15:25","10/19/2014 18:24",-5,"Meteostat",2.67,"10/19/2014 19:00|10/19/2014 18:00|10/19/2014 16:00|10/19/2014 17:00|10/19/2014 20:00|10/19/2014 15:00",73.4,57.23,57.1666666666667,0,4.82666666666667,108.333333333333,30.0433166666667,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/19/2014"
"AT&T Stadium",2014112701,2014,"11/27/2014 15:30","11/27/2014 18:43",-6,"Meteostat",2.98,"11/27/2014 19:00|11/27/2014 20:00|11/27/2014 17:00|11/27/2014 18:00|11/27/2014 16:00|11/27/2014 15:00",53.24,26.27,35.8333333333333,0,1.90666666666667,140,30.4035833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/27/2014"
"AT&T Stadium",2010121213,2010,"12/12/2010 19:20","12/12/2010 22:22",-6,"Meteostat",3.29,"12/12/2010 20:00|12/12/2010 21:00|12/12/2010 19:00|12/12/2010 22:00|12/13/2010 0:00|12/12/2010 23:00",37.49,12.83,36.6666666666667,0,4.26666666666667,336,30.3523833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/12/2010"
"AT&T Stadium",2019092201,2019,"9/22/2019 12:00","9/22/2019 15:08",-5,"Meteostat",2.67,"9/22/2019 12:00|9/22/2019 14:00|9/22/2019 13:00|9/22/2019 11:00|9/22/2019 16:00|9/22/2019 17:00|9/22/2019 15:00",89.3428571428571,66.1485714285714,47,0,9.86428571428571,177.142857142857,29.9412857142857,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/22/2019"
"AT&T Stadium",2012100100,2012,"10/1/2012 19:30","10/1/2012 22:28",-5,"Meteostat",2.825,"10/2/2012 0:00|10/1/2012 22:00|10/1/2012 20:00|10/1/2012 21:00|10/1/2012 19:00|10/1/2012 23:00",75.14,47.72,38.6666666666667,0,6.77333333333333,310,29.8356166666667,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/01/2012"
"AT&T Stadium",2014100501,2014,"10/5/2014 12:00","10/5/2014 15:11",-5,"Meteostat",2.67,"10/5/2014 14:00|10/5/2014 17:00|10/5/2014 15:00|10/5/2014 16:00|10/5/2014 13:00|10/5/2014 11:00|10/5/2014 12:00",80.0857142857143,58.5114285714286,48.4285714285714,0,10.3671428571429,170,29.8489142857143,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/05/2014"
"AT&T Stadium",2011100203,2011,"10/2/2011 12:00","10/2/2011 15:28",-5,"Meteostat",2.80285714285714,"10/2/2011 16:00|10/2/2011 14:00|10/2/2011 15:00|10/2/2011 11:00|10/2/2011 12:00|10/2/2011 13:00|10/2/2011 17:00",79.6228571428571,38.3257142857143,23.5714285714286,0,5.64571428571429,164.285714285714,30.1783857142857,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/02/2011"
"AT&T Stadium",2013112801,2013,"11/28/2013 15:30","11/28/2013 18:59",-6,"Meteostat",2.98,"11/28/2013 19:00|11/28/2013 15:00|11/28/2013 16:00|11/28/2013 17:00|11/28/2013 20:00|11/28/2013 18:00",46.1,25.46,47.8333333333333,0,4.64,144,30.38685,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/28/2013"
"AT&T Stadium",2014102700,2014,"10/27/2014 19:30","10/27/2014 22:43",-5,"Meteostat",2.67,"10/27/2014 22:00|10/27/2014 23:00|10/27/2014 20:00|10/28/2014 0:00|10/27/2014 21:00|10/27/2014 19:00",77.06,60.23,56.5,0,11.1216666666667,165,29.8006833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/27/2014"
"AT&T Stadium",2011102310,2011,"10/23/2011 15:15","10/23/2011 18:19",-5,"Meteostat",2.67,"10/23/2011 20:00|10/23/2011 19:00|10/23/2011 18:00|10/23/2011 15:00|10/23/2011 17:00|10/23/2011 16:00",71.9,62,71.1666666666667,0,6.13166666666667,23.3333333333333,30.01725,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/23/2011"
"AT&T Stadium",2012122306,2012,"12/23/2012 12:00","12/23/2012 15:37",-6,"Meteostat",2.93571428571429,"12/23/2012 16:00|12/23/2012 14:00|12/23/2012 15:00|12/23/2012 13:00|12/23/2012 17:00|12/23/2012 12:00|12/23/2012 11:00",63.1142857142857,30.6114285714286,32,0,9.67571428571429,248.571428571429,29.8586285714286,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/23/2012"
"AT&T Stadium",2012121611,2012,"12/16/2012 15:25","12/16/2012 18:51",-6,"Meteostat",3.29,"12/16/2012 19:00|12/16/2012 20:00|12/16/2012 18:00|12/16/2012 15:00|12/16/2012 17:00|12/16/2012 16:00",67.52,30.53,25.6666666666667,0,7.10333333333333,253.333333333333,29.7032166666667,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/16/2012"
"AT&T Stadium",2012112201,2012,"11/22/2012 15:25","11/22/2012 18:54",-6,"Meteostat",3.29,"11/22/2012 20:00|11/22/2012 19:00|11/22/2012 16:00|11/22/2012 15:00|11/22/2012 18:00|11/22/2012 17:00",69.8,53.6,57.3333333333333,0.002,9.63166666666667,155,30.0186833333333,"Clear|Light Rain","DAL","Retractable",-97.092778,32.747778,68,"11/22/2012"
"AT&T Stadium",2017110509,2017,"11/5/2017 15:25","11/5/2017 18:22",-6,"Meteostat",2.98,"11/5/2017 20:00|11/5/2017 19:00|11/5/2017 15:00|11/5/2017 17:00|11/5/2017 18:00|11/5/2017 16:00",85.19,65.78,53.6666666666667,0,10.5316666666667,168.333333333333,29.8050833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/05/2017"
"AT&T Stadium",2015112601,2015,"11/26/2015 15:30","11/26/2015 18:43",-6,"Meteostat",2.98,"11/26/2015 15:00|11/26/2015 20:00|11/26/2015 19:00|11/26/2015 16:00|11/26/2015 17:00|11/26/2015 18:00",69.41,67.31,93.5,0.0775,9.01,135,30.0512,"Light Rain|Heavy Rain","DAL","Retractable",-97.092778,32.747778,68,"11/26/2015"
"AT&T Stadium",2011111300,2011,"11/13/2011 12:00","11/13/2011 14:52",-6,"Meteostat",2.98,"11/13/2011 12:00|11/13/2011 11:00|11/13/2011 15:00|11/13/2011 16:00|11/13/2011 13:00|11/13/2011 14:00",79.1,57.74,49.3333333333333,0,11.4966666666667,193.333333333333,29.76965,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/13/2011"
"AT&T Stadium",2011110603,2011,"11/6/2011 12:00","11/6/2011 14:54",-6,"Meteostat",2.67,"11/6/2011 15:00|11/6/2011 11:00|11/6/2011 12:00|11/6/2011 16:00|11/6/2011 14:00|11/6/2011 13:00",75.5,63.17,65.6666666666667,0,10.8716666666667,163.333333333333,29.9473333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/06/2011"
"AT&T Stadium",2017100104,2017,"10/1/2017 12:00","10/1/2017 15:21",-5,"Meteostat",2.67,"10/1/2017 11:00|10/1/2017 16:00|10/1/2017 13:00|10/1/2017 15:00|10/1/2017 12:00|10/1/2017 14:00|10/1/2017 17:00",82.6571428571429,51.8514285714286,34.8571428571429,0,4.84571428571429,128.333333333333,29.9353857142857,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/01/2017"
"AT&T Stadium",2016092513,2016,"9/25/2016 19:30","9/25/2016 22:38",-5,"Meteostat",2.67,"9/25/2016 20:00|9/25/2016 21:00|9/25/2016 19:00|9/25/2016 23:00|9/26/2016 0:00|9/25/2016 22:00",75.11,71.81,89.6666666666667,0,8.855,8.33333333333333,30.0388833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/25/2016"
"AT&T Stadium",2010102500,2010,"10/25/2010 19:30","10/25/2010 22:58",-5,"Meteostat",3.29,"10/26/2010 0:00|10/25/2010 21:00|10/25/2010 22:00|10/25/2010 23:00|10/25/2010 20:00|10/25/2010 19:00",80.48,63.65,57,0,18.27,186.666666666667,29.3774333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/25/2010"
"AT&T Stadium",2018112900,2018,"11/29/2018 19:20","11/29/2018 22:18",-6,"Meteostat",2.67,"11/29/2018 22:00|11/29/2018 21:00|11/29/2018 20:00|11/29/2018 23:00|11/29/2018 19:00|11/30/2018 0:00",67.07,60.38,79.6666666666667,0,9.75666666666667,175,29.749,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/29/2018"
"AT&T Stadium",2019121511,2019,"12/15/2019 15:25","12/15/2019 18:39",-6,"Meteostat",2.67,"12/15/2019 18:00|12/15/2019 17:00|12/15/2019 20:00|12/15/2019 19:00|12/15/2019 16:00|12/15/2019 15:00",64.22,44.72,51.5,0,10.3766666666667,333.333333333333,29.77115,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/15/2019"
"AT&T Stadium",2012092300,2012,"9/23/2012 12:00","9/23/2012 15:22",-5,"Meteostat",2.80285714285714,"9/23/2012 14:00|9/23/2012 13:00|9/23/2012 15:00|9/23/2012 17:00|9/23/2012 12:00|9/23/2012 11:00|9/23/2012 16:00",89.5485714285714,54.1657142857143,30.8571428571429,0,5.45142857142857,194,30.1092,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/23/2012"
"AT&T Stadium",2013110302,2013,"11/3/2013 12:00","11/3/2013 15:06",-6,"Meteostat",2.67,"11/3/2013 12:00|11/3/2013 15:00|11/3/2013 11:00|11/3/2013 17:00|11/3/2013 16:00|11/3/2013 14:00|11/3/2013 13:00",63.8857142857143,36.3714285714286,36,0,9.54285714285714,148.571428571429,30.0792428571429,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/03/2013"
"AT&T Stadium",2011092600,2011,"9/26/2011 19:30","9/26/2011 22:32",-5,"Meteostat",2.825,"9/27/2011 0:00|9/26/2011 22:00|9/26/2011 20:00|9/26/2011 21:00|9/26/2011 19:00|9/26/2011 23:00",83.99,60.95,46,0,6.96,66.6666666666667,29.76375,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/26/2011"
"AT&T Stadium",2018120912,2018,"12/9/2018 15:25","12/9/2018 18:53",-6,"Meteostat",2.67,"12/9/2018 17:00|12/9/2018 15:00|12/9/2018 18:00|12/9/2018 20:00|12/9/2018 19:00|12/9/2018 16:00",47.48,34.37,60.3333333333333,0,5.61166666666667,300,30.3189333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/09/2018"
"AT&T Stadium",2017122411,2017,"12/24/2017 15:25","12/24/2017 18:21",-6,"Meteostat",2.67,"12/24/2017 15:00|12/24/2017 19:00|12/24/2017 20:00|12/24/2017 16:00|12/24/2017 17:00|12/24/2017 18:00",41.06,27.83,59.1666666666667,0,8.815,281.666666666667,30.4272,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/24/2017"
"AT&T Stadium",2017111910,2017,"11/19/2017 19:30","11/19/2017 22:27",-6,"Meteostat",2.67,"11/20/2017 0:00|11/19/2017 20:00|11/19/2017 21:00|11/19/2017 23:00|11/19/2017 19:00|11/19/2017 22:00",49.43,35.24,59.5,0,1.57333333333333,180,30.2308333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/19/2017"
"AT&T Stadium",2015110810,2015,"11/8/2015 19:30","11/8/2015 22:56",-6,"Meteostat",2.825,"11/9/2015 0:00|11/8/2015 23:00|11/8/2015 22:00|11/8/2015 19:00|11/8/2015 21:00|11/8/2015 20:00",55.94,42.23,60,0,1.34666666666667,65,30.1717666666667,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/08/2015"
"AT&T Stadium",2014110202,2014,"11/2/2014 12:00","11/2/2014 14:56",-6,"Meteostat",2.67,"11/2/2014 14:00|11/2/2014 13:00|11/2/2014 15:00|11/2/2014 16:00|11/2/2014 11:00|11/2/2014 12:00",64.4,43.94,47.5,0,12.6433333333333,155,30.2195166666667,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/02/2014"
"AT&T Stadium",2013101312,2013,"10/13/2013 19:30","10/13/2013 22:38",-5,"Meteostat",2.825,"10/13/2013 19:00|10/13/2013 20:00|10/13/2013 22:00|10/13/2013 21:00|10/13/2013 23:00|10/14/2013 0:00",71.66,65.3,80.3333333333333,0.002,8.74333333333333,85,30.13635,"Clear|Light Rain","DAL","Retractable",-97.092778,32.747778,68,"10/13/2013"
"AT&T Stadium",2015092700,2015,"9/27/2015 12:00","9/27/2015 14:56",-5,"Meteostat",2.67,"9/27/2015 13:00|9/27/2015 12:00|9/27/2015 11:00|9/27/2015 14:00|9/27/2015 15:00|9/27/2015 16:00",86,56.24,36.8333333333333,0,4.82666666666667,65,29.9128833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/27/2015"
"AT&T Stadium",2019111010,2019,"11/10/2019 19:20","11/10/2019 22:22",-6,"Meteostat",2.67,"11/11/2019 0:00|11/10/2019 22:00|11/10/2019 19:00|11/10/2019 23:00|11/10/2019 21:00|11/10/2019 20:00",64.88,48.83,56.5,0,10.16,161.666666666667,29.8971333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/10/2019"
"AT&T Stadium",2011112401,2011,"11/24/2011 15:15","11/24/2011 18:22",-6,"Meteostat",2.98,"11/24/2011 17:00|11/24/2011 18:00|11/24/2011 16:00|11/24/2011 15:00|11/24/2011 19:00|11/24/2011 20:00",55.16,50.3,84.1666666666667,0,10.4983333333333,123.333333333333,30.1879833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/24/2011"
"AT&T Stadium",2016100908,2016,"10/9/2016 15:25","10/9/2016 18:12",-5,"Meteostat",2.67,"10/9/2016 20:00|10/9/2016 16:00|10/9/2016 19:00|10/9/2016 18:00|10/9/2016 17:00|10/9/2016 15:00",72.2,40.7,32.3333333333333,0,4.26666666666667,22,30.2160666666667,"Clear","DAL","Retractable",-97.092778,32.747778,68,"10/09/2016"
"AT&T Stadium",2017112301,2017,"11/23/2017 15:30","11/23/2017 18:19",-6,"Meteostat",2.67,"11/23/2017 18:00|11/23/2017 19:00|11/23/2017 20:00|11/23/2017 17:00|11/23/2017 15:00|11/23/2017 16:00",63.47,29.66,28.5,0,5.57333333333333,134,30.0457833333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/23/2017"
"AT&T Stadium",2013121512,2013,"12/15/2013 15:25","12/15/2013 18:46",-6,"Meteostat",3.135,"12/15/2013 18:00|12/15/2013 17:00|12/15/2013 16:00|12/15/2013 15:00|12/15/2013 19:00|12/15/2013 20:00",53.93,28.1,38.8333333333333,0,4.41333333333333,198.333333333333,30.2456,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/15/2013"
"AT&T Stadium",2018091613,2018,"9/16/2018 19:20","9/16/2018 22:10",-5,"Meteostat",3.29,"9/17/2018 0:00|9/16/2018 23:00|9/16/2018 22:00|9/16/2018 19:00|9/16/2018 20:00|9/16/2018 21:00",82.46,72.92,74.5,0,2.36,86.6666666666667,29.906,"Clear","DAL","Retractable",-97.092778,32.747778,68,"09/16/2018"
"AT&T Stadium",2019122904,2019,"12/29/2019 15:25","12/29/2019 18:39",-6,"Meteostat",2.67,"12/29/2019 17:00|12/29/2019 19:00|12/29/2019 20:00|12/29/2019 18:00|12/29/2019 16:00|12/29/2019 15:00",49.52,28.85,44.8333333333333,0,9.21833333333333,268.333333333333,29.9301,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/29/2019"
"AT&T Stadium",2018110500,2018,"11/5/2018 19:15","11/5/2018 22:10",-6,"Meteostat",2.67,"11/5/2018 23:00|11/5/2018 21:00|11/5/2018 22:00|11/5/2018 19:00|11/5/2018 20:00|11/6/2018 0:00",66.17,51.71,60.1666666666667,0,4.64,235,29.8075333333333,"Clear","DAL","Retractable",-97.092778,32.747778,68,"11/05/2018"
"AT&T Stadium",2010121905,2010,"12/19/2010 12:00","12/19/2010 15:05",-6,"Meteostat",2.80285714285714,"12/19/2010 17:00|12/19/2010 16:00|12/19/2010 14:00|12/19/2010 11:00|12/19/2010 13:00|12/19/2010 12:00|12/19/2010 15:00",59.6942857142857,33.2085714285714,37,0,15.6157142857143,167.142857142857,29.9193428571429,"Clear","DAL","Retractable",-97.092778,32.747778,68,"12/19/2010"
